claim,claim_label,claim_id
"Temperatures in 1999 were nearly three-tenths of a degree lower than in 1998, and a similar change should occur this time around, though it might not fit so neatly into a calendar year.",2,1353
"Often the compensatory cooling, known as La Niña, is larger than the El Niño warming.”",2,1354
"“The notion that world-wide weather is becoming more extreme is just that: a notion, or a testable hypothesis.",2,1357
"In fact, the trend, while not statistically significant, is downward.”",0,1360
Forget what global warming activists would lead you to believe—2015 was not even close to the hottest year on record.,2,1362
Satellite temperature readings going back to 1979 show 1998 was by far the warmest year in the satellite era,3,1365
"But we do have other reliable indicators of temperatures before the late 1800s, and the evidence shows temperatures have been warmer than today for most of the past several thousand years, including warmer-than-present temperatures for most of the human civilization time period",2,1367
"“With a record El Niño, we should have experienced record high temperatures.",3,1369
"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",0,1372
"world temperatures, because they have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990",1,1374
the world is barely half a degree Celsius (0.9 degrees Fahrenheit) warmer than it was about 35 years ago,2,1375
"Also, it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years.",2,1376
"there has been no increase in frequency or intensity of storms, floods or droughts, while deaths attributed to such natural disasters have never been fewer",1,1377
"Antarctica is gaining land-based ice, according to a new study by NASA scientists published in the Journal of Glaciology",1,1378
It projects that temperatures are likely to be anything from 1.5 to 4.5 degrees Celsius (2.7 to 8.1 degrees Fahrenheit) warmer by the latter part of the century,2,1381
"a new study by a leading climate economist, Richard Tol of the University of Sussex, concludes that warming may well bring gains, because carbon dioxide causes crops and wild ecosystems to grow greener and more drought-resistant.",2,1383
"A key study published in the Journal of Climate this year by Bjorn Stevens of the Max Planck Institute for Meteorology in Hamburg, Germany, found that the cooling impact of sulfate emissions has held back global warming less than thought till now",2,1384
"“Global warming alarmists’ preferred electricity source – wind power – kills nearly 1 million bats every year (to say nothing of the more than 500,000 birds killed every year) in the United States alone.",2,1386
"[…] Killing 30 million bats every year in response to dubious claims that global warming might once in a great while kill 100,000 bats makes no sense.”",2,1387
"If global warming caused the 2014 Queensland heat wave, why wasn’t it as severe as the 1972 Queensland heat wave?”",0,1389
"“Lyme Disease is much more common in northern, cooler regions of the United States than in southern, warmer regions.",0,1390
U.S. Forest Service data show pine beetle infestations have recently declined dramatically throughout the western United States.,1,1394
"Severe storms, floods and agricultural losses may cost a great deal of money, but such extreme weather events—and their resulting costs—are dramatically declining as the Earth modestly warms.",1,1395
alarmists here are taking overwhelmingly good news about global warming improving plant health and making it seem like this good news is actually bad news because healthier plants mean more pollen.,2,1397
"Since the end of 2012, moreover, total polar ice extent has largely remained above the post-1979 average.",3,1399
The late 1970s marked the end of a 30-year cooling trend.,1,1400
"As a result, the polar ice caps were quite likely more extensive than they had been since at least the 1920s.",2,1401
